,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,0.3185097575187683,0.3592509627342224,0.3980637490749359,0.4261964559555053,0.4514931738376617,0.3889575600624084,0.4258401393890381,0.4495404362678528,0.4679253697395324,0.359045535326004,0.3833239078521728,0.39533731341362,0.4042308628559112,0.328019380569458,0.346306174993515,0.3608562648296356,0.3728686571121216,0.2963944971561432,0.2976371049880981,0.2996798157691955,0.3019875586032867,1.0062520503997805,0.9976354837417604,0.9805768728256226,0.9663252234458924,0.9542754292488098,0.9309216141700744,0.8702234029769897,0.8292108178138733,0.7950118780136108,0.919260799884796,0.8598949313163757,0.8227563500404358,0.7868937253952026,0.9141241312026978,0.8543229103088379,0.8096350431442261,0.7671501040458679,0.9125118851661682,0.8589319586753845,0.8181094527244568,0.7775221467018127, ok 
1,0.3227981925010681,0.3689252734184265,0.41062992811203,0.4437809586524963,0.4816391170024872,0.3931019604206085,0.4392116069793701,0.4681557714939117,0.4835533499717712,0.3658914566040039,0.3917886912822723,0.4077985286712646,0.4185302853584289,0.3351563215255737,0.3562531173229217,0.37548828125,0.3906183540821075,0.3031995594501495,0.3046323359012604,0.3060369491577148,0.3098366260528564,1.0344843864440918,1.0237234830856323,0.9891181588172911,0.9637744426727296,0.9589284658432008,0.932918906211853,0.9234368205070496,0.9481399059295654,0.9686897993087769,0.9172735214233398,0.8535140752792358,0.8137097358703613,0.7754794955253601,0.9116566777229308,0.8440014719963074,0.8029558658599854,0.7664781808853149,0.9110466241836548,0.8472917079925537,0.8040087223052979,0.7636536359786987, ok 
2,0.3256757259368896,0.3717772364616394,0.4149424135684967,0.4510380029678345,0.4893825948238373,0.3931520879268646,0.4411226809024811,0.470505952835083,0.4880126714706421,0.3699889779090881,0.4061602354049682,0.4357292652130127,0.4598859250545501,0.340747058391571,0.3606561422348022,0.3759465515613556,0.3897589445114136,0.3089815974235534,0.3075015842914581,0.3057512640953064,0.308342695236206,1.0330893993377686,1.011946201324463,0.974500060081482,0.9486840963363647,0.9435989260673524,0.924498975276947,0.9131277203559875,0.9435737729072572,0.9691995978355408,0.904434621334076,0.8432995676994324,0.8048399090766907,0.7665146589279175,0.8973448276519775,0.8258565068244934,0.78188157081604,0.7423191666603088,0.8978778719902039,0.835109293460846,0.7935580015182495,0.7523407936096191, ok 
3,0.3234007358551025,0.3701293170452118,0.4131302535533905,0.4486421346664428,0.4891640543937683,0.3965681493282318,0.4424706697463989,0.4696508646011352,0.4855225086212158,0.3738865256309509,0.4132075905799866,0.4441007375717163,0.4693431258201599,0.3440002501010895,0.3633925318717956,0.3769586980342865,0.3900262415409088,0.3110049366950989,0.3089874386787414,0.3070002794265747,0.3096069395542145,1.0210745334625244,1.0000156164169312,0.9631068110466005,0.937275528907776,0.9340389966964722,0.9169638752937316,0.905893325805664,0.9311749935150146,0.9527470469474792,0.8930858969688416,0.8354020118713379,0.7955924272537231,0.7564496994018555,0.8826636075973511,0.8127703666687012,0.7692166566848755,0.7307018637657166,0.8810964226722717,0.8206393122673035,0.7806740403175354,0.7410943508148193, ok 
4,0.3229147493839264,0.3725824654102325,0.4153191447257995,0.4500100016593933,0.4870095252990722,0.4010628461837768,0.4493797421455383,0.4804925620555877,0.5000403523445129,0.3766794502735138,0.4136552810668945,0.4439485073089599,0.468483567237854,0.3468044698238373,0.3650421798229217,0.3803276419639587,0.3935720920562744,0.3150174021720886,0.3125787377357483,0.3112517893314361,0.3133701384067535,1.0042728185653689,0.9884850978851318,0.9597727060317992,0.937562108039856,0.928161323070526,0.903939425945282,0.892449140548706,0.9179759621620178,0.9426622986793518,0.8810494542121887,0.8212822675704956,0.7819628715515137,0.743755578994751,0.8711176514625549,0.8011505007743835,0.7588068842887878,0.7214197516441345,0.868435800075531,0.8100882768630981,0.7710120677947998,0.7315856218338013, ok 
5,0.3280124068260193,0.3780620694160461,0.4197464287281036,0.4528065919876098,0.4851941764354706,0.4056051969528198,0.4519581794738769,0.4816697239875793,0.5000588297843933,0.3822108805179596,0.4187436103820801,0.4491568207740783,0.4734643995761871,0.3527835011482239,0.3703407049179077,0.3858764767646789,0.3993513882160187,0.3206616938114166,0.3173605501651764,0.3156284987926483,0.3176712095737457,0.9952088594436646,0.9770746231079102,0.9488290548324584,0.9258253574371338,0.9120028614997864,0.8967009782791138,0.8851797580718994,0.9086802005767822,0.9322822093963624,0.8734657764434814,0.8130082488059998,0.7733173370361328,0.7357833981513977,0.8622716665267944,0.7912982702255249,0.7496227025985718,0.7140958905220032,0.8584261536598206,0.7982975840568542,0.7577969431877136,0.7183928489685059, ok 
6,0.3307217955589294,0.3833926022052765,0.4262544512748718,0.4595199227333069,0.4934624433517456,0.4084784090518951,0.4520193338394165,0.4806671142578125,0.4980547428131103,0.3845637142658233,0.4206620752811432,0.4509521722793579,0.4738546907901764,0.3548063635826111,0.372281938791275,0.3885126709938049,0.4023203551769256,0.3232945799827575,0.3200515508651733,0.318101167678833,0.319759726524353,0.9808908700942992,0.9589505195617676,0.9254764914512634,0.90052330493927,0.890117347240448,0.8812277913093567,0.8682882189750671,0.8934262990951538,0.9159159064292908,0.8602805733680725,0.8025157451629639,0.7652086019515991,0.7292423248291016,0.8498284816741943,0.7809675335884094,0.7406215667724609,0.7060601115226746,0.8448408246040344,0.7872330546379089,0.749434769153595,0.7126169204711914, ok 
7,0.3360613584518432,0.3897411525249481,0.4309074282646179,0.4627715647220611,0.495972216129303,0.4114909172058105,0.4556218981742859,0.4866081178188324,0.505375862121582,0.3867511749267578,0.4194043576717376,0.4480372071266174,0.4699398875236511,0.3578063547611236,0.375041663646698,0.3934158384799957,0.4081019461154938,0.3276916444301605,0.3246485590934753,0.3239356577396393,0.325994461774826,0.9772526025772096,0.9550718069076538,0.9199453592300416,0.8934980630874634,0.8776189088821411,0.8720173239707947,0.8574528694152832,0.8808509707450867,0.9049740433692932,0.8512587547302246,0.7911277413368225,0.753430962562561,0.7181657552719116,0.8408963680267334,0.7715145349502563,0.7305235862731934,0.6956555843353271,0.8352214694023132,0.7764757871627808,0.7372784614562988,0.699579119682312, ok 
8,0.3350881338119507,0.3890096247196197,0.4282856583595276,0.4587522745132446,0.4894106090068817,0.4179852902889251,0.4636496603488922,0.4933778047561645,0.5118030905723572,0.3938261270523071,0.428024411201477,0.4574387669563293,0.4816249012947082,0.3644696176052093,0.3798220753669739,0.3939244449138641,0.4056208729743957,0.3323105871677398,0.3267420530319214,0.3257836699485779,0.32692351937294,0.9685146808624268,0.9592163562774658,0.9412468671798706,0.9241865277290344,0.9071373343467712,0.8672801852226257,0.8537692427635193,0.8720461130142212,0.8955582976341248,0.8403416872024536,0.780466616153717,0.7397270202636719,0.7029169797897339,0.8273683190345764,0.7595679759979248,0.7185081839561462,0.6838423013687134,0.8229206800460815,0.7661978602409363,0.7275110483169556,0.6900283098220825, ok 
9,0.3377461731433868,0.392253577709198,0.4344394505023956,0.466850608587265,0.4939891397953033,0.4197680056095123,0.4637179970741272,0.4947652220726013,0.5162797570228577,0.3963657021522522,0.4290647208690643,0.45789635181427,0.4819848835468292,0.3675096333026886,0.3804866969585418,0.3929868638515472,0.4045652151107788,0.3353866636753082,0.3295695781707763,0.3282450139522552,0.3298658430576324,0.976854681968689,0.9753426909446716,0.9614958167076112,0.943734049797058,0.9265326261520386,0.8677817583084106,0.8433098196983337,0.8540287613868713,0.8752032518386841,0.8370318412780762,0.770146906375885,0.7273935079574585,0.6893242597579956,0.8225190043449402,0.7530708909034729,0.7115346789360046,0.6777724623680115,0.8199106454849243,0.7613587379455566,0.7202287316322327,0.6828723549842834, ok 
